Date,Reason,Regime,BTC_Risk,Sentiment,Live_Signal,Turnover_%,Fees_USD,Cash_%,Portfolio_Value,Trades
2025-04-23,Tier change: ETH: bearish→neutral,Growth↓ Inflation↓,0.459,apathy,None,5.95,21.34,92.0,179354.55,"[{'asset': 'XAUT', 'action': 'SELL', 'delta': np.float64(-11.9), 'fee': np.float64(21.34)}]"
2025-04-28,Tier change: BTC: bearish→neutral,Growth↓ Inflation↓,0.455,apathy,None,0.01,0.0,92.0,179500.02,[]
2025-05-06,Tier change: DOGE: neutral→bearish,Growth↓ Inflation↓,0.44,apathy,None,0.92,0.0,90.0,179978.13,[]
2025-05-11,Tier change: VNINDEX: bearish→neutral,Growth↓ Inflation↓,0.512,apathy,None,0.05,0.0,92.0,179596.09,[]
2025-05-28,Tier change: DOGE: neutral→bearish,Growth↓ Inflation↓,0.558,apathy,None,0.08,0.0,92.0,179920.49,[]
2025-05-31,Regime: Growth↓ Inflation↓ → Growth↑ Inflation↓,Growth↑ Inflation↓,0.506,apathy,None,18.06,64.83,56.0,180020.6,"[{'asset': 'BTC', 'action': 'BUY', 'delta': np.float64(20.0), 'fee': np.float64(36.02)}, {'asset': 'XRP', 'action': 'BUY', 'delta': np.float64(16.0), 'fee': np.float64(28.81)}]"
2025-06-10,Tier change: VNINDEX: bullish→neutral,Growth↑ Inflation↓,0.515,apathy,None,11.31,41.31,47.0,184350.05,"[{'asset': 'BTC', 'action': 'BUY', 'delta': np.float64(5.03), 'fee': np.float64(9.27)}, {'asset': 'XRP', 'action': 'SELL', 'delta': np.float64(-7.38), 'fee': np.float64(13.6)}, {'asset': 'ETH', 'action': 'BUY', 'delta': np.float64(10.0), 'fee': np.float64(18.44)}]"
2025-06-22,Tier change: BTC: neutral→bearish,Growth↑ Inflation↓,0.396,apathy,None,21.16,73.63,92.0,175378.62,"[{'asset': 'BTC', 'action': 'SELL', 'delta': np.float64(-24.02), 'fee': np.float64(42.14)}, {'asset': 'XRP', 'action': 'SELL', 'delta': np.float64(-8.32), 'fee': np.float64(14.6)}, {'asset': 'ETH', 'action': 'SELL', 'delta': np.float64(-9.62), 'fee': np.float64(16.88)}]"
2025-06-27,Tier change: BTC: bearish→neutral,Growth↑ Inflation↓,0.46,apathy,None,26.55,92.93,55.0,174924.16,"[{'asset': 'BTC', 'action': 'BUY', 'delta': np.float64(25.0), 'fee': np.float64(43.75)}, {'asset': 'ETH', 'action': 'BUY', 'delta': np.float64(20.0), 'fee': np.float64(35.0)}, {'asset': 'XAUT', 'action': 'SELL', 'delta': np.float64(-8.1), 'fee': np.float64(14.18)}]"
2025-07-03,Tier change: VNINDEX: neutral→bullish,Growth↑ Inflation↓,0.507,apathy,None,7.8,26.97,60.0,176968.06,"[{'asset': 'ETH', 'action': 'SELL', 'delta': np.float64(-10.24), 'fee': np.float64(18.12)}, {'asset': 'DOGE', 'action': 'BUY', 'delta': np.float64(5.0), 'fee': np.float64(8.85)}]"
2025-07-08,Tier change: LINK: bearish→neutral,Growth↑ Inflation↓,0.5,apathy,None,12.79,45.27,59.5,176919.0,"[{'asset': 'BTC', 'action': 'SELL', 'delta': np.float64(-2.77), 'fee': np.float64(4.89)}, {'asset': 'ETH', 'action': 'SELL', 'delta': np.float64(-9.94), 'fee': np.float64(17.58)}, {'asset': 'DOGE', 'action': 'BUY', 'delta': np.float64(12.88), 'fee': np.float64(22.8)}]"
2025-07-13,Tier change: XAUT: bearish→neutral,Growth↑ Inflation↓,0.564,apathy,None,20.13,74.92,45.0,186039.01,"[{'asset': 'BTC', 'action': 'BUY', 'delta': np.float64(2.59), 'fee': np.float64(4.83)}, {'asset': 'LINK', 'action': 'BUY', 'delta': np.float64(6.67), 'fee': np.float64(12.41)}, {'asset': 'XRP', 'action': 'BUY', 'delta': np.float64(6.67), 'fee': np.float64(12.41)}, {'asset': 'DOGE', 'action': 'SELL', 'delta': np.float64(-14.33), 'fee': np.float64(26.67)}, {'asset': 'XAUT', 'action': 'BUY', 'delta': np.float64(10.0), 'fee': np.float64(18.61)}]"
2025-07-21,Tier change: XRP: neutral→bullish,Growth↑ Inflation↓,0.705,apathy,None,11.25,42.12,38.58,200840.81,"[{'asset': 'LINK', 'action': 'SELL', 'delta': np.float64(-7.71), 'fee': np.float64(15.48)}, {'asset': 'XRP', 'action': 'BUY', 'delta': np.float64(5.52), 'fee': np.float64(11.09)}, {'asset': 'DOGE', 'action': 'SELL', 'delta': np.float64(-1.07), 'fee': np.float64(2.16)}, {'asset': 'BNB', 'action': 'BUY', 'delta': np.float64(6.67), 'fee': np.float64(13.39)}]"
2025-07-27,Tier change: XAUT: neutral→bearish,Growth↑ Inflation↓,0.748,fomo,None,16.74,65.92,27.83,203784.09,"[{'asset': 'BTC', 'action': 'BUY', 'delta': np.float64(21.71), 'fee': np.float64(44.26)}, {'asset': 'XRP', 'action': 'SELL', 'delta': np.float64(-1.53), 'fee': np.float64(3.11)}, {'asset': 'XAUT', 'action': 'SELL', 'delta': np.float64(-9.1), 'fee': np.float64(18.55)}]"
2025-08-02,Tier change: BTC: bullish→neutral,Growth↑ Inflation↓,0.606,apathy,None,22.52,82.19,64.0,183713.8,"[{'asset': 'BTC', 'action': 'SELL', 'delta': np.float64(-27.94), 'fee': np.float64(51.36)}, {'asset': 'LINK', 'action': 'BUY', 'delta': np.float64(5.33), 'fee': np.float64(9.8)}, {'asset': 'XRP', 'action': 'SELL', 'delta': np.float64(-6.31), 'fee': np.float64(11.61)}, {'asset': 'BNB', 'action': 'SELL', 'delta': np.float64(-5.12), 'fee': np.float64(9.42)}]"
2025-08-09,Tier change: XRP: neutral→bullish,Growth↑ Inflation↓,0.698,apathy,None,12.43,47.78,48.33,195063.65,"[{'asset': 'BTC', 'action': 'BUY', 'delta': np.float64(4.57), 'fee': np.float64(8.92)}, {'asset': 'XRP', 'action': 'BUY', 'delta': np.float64(7.02), 'fee': np.float64(13.7)}, {'asset': 'DOGE', 'action': 'SELL', 'delta': np.float64(-6.22), 'fee': np.float64(12.14)}, {'asset': 'BNB', 'action': 'BUY', 'delta': np.float64(6.67), 'fee': np.float64(13.01)}]"
2025-08-19,Regime: Growth↑ Inflation↓ → Growth↑ Inflation↑,Growth↑ Inflation↑,0.703,apathy,None,9.5,37.02,62.2,194786.76,"[{'asset': 'BTC', 'action': 'SELL', 'delta': np.float64(-6.0), 'fee': np.float64(11.68)}, {'asset': 'LINK', 'action': 'BUY', 'delta': np.float64(2.45), 'fee': np.float64(4.76)}, {'asset': 'XRP', 'action': 'SELL', 'delta': np.float64(-4.75), 'fee': np.float64(9.26)}, {'asset': 'BNB', 'action': 'SELL', 'delta': np.float64(-5.81), 'fee': np.float64(11.31)}]"
2025-08-27,Tier change: ETH: neutral→bearish,Growth↑ Inflation↑,0.708,apathy,None,1.51,0.0,64.2,198263.41,[]
2025-09-09,Regime: Growth↑ Inflation↑ → Growth↑ Inflation↓,Growth↑ Inflation↓,0.736,apathy,None,14.33,56.82,49.25,198243.87,"[{'asset': 'BTC', 'action': 'BUY', 'delta': np.float64(3.97), 'fee': np.float64(7.87)}, {'asset': 'LINK', 'action': 'BUY', 'delta': np.float64(6.37), 'fee': np.float64(12.63)}, {'asset': 'XRP', 'action': 'SELL', 'delta': np.float64(-8.31), 'fee': np.float64(16.48)}, {'asset': 'XAUT', 'action': 'BUY', 'delta': np.float64(10.0), 'fee': np.float64(19.83)}]"
2025-09-24,Tier change: ETH: neutral→bearish,Growth↑ Inflation↓,0.797,apathy,None,18.15,74.33,40.5,204754.78,"[{'asset': 'BTC', 'action': 'BUY', 'delta': np.float64(21.77), 'fee': np.float64(44.59)}, {'asset': 'LINK', 'action': 'SELL', 'delta': np.float64(-14.52), 'fee': np.float64(29.74)}]"
2025-10-01,Tier change: ETH: bearish→neutral,Growth↑ Inflation↓,0.792,apathy,None,17.27,71.21,55.25,206117.06,"[{'asset': 'BTC', 'action': 'SELL', 'delta': np.float64(-24.76), 'fee': np.float64(51.04)}, {'asset': 'XAUT', 'action': 'BUY', 'delta': np.float64(9.78), 'fee': np.float64(20.17)}]"
2025-10-11,Tier change: DOGE: neutral→bearish,Growth↑ Inflation↓,0.789,apathy,None,4.34,18.5,62.2,213063.72,"[{'asset': 'BTC', 'action': 'SELL', 'delta': np.float64(-6.73), 'fee': np.float64(14.34)}, {'asset': 'XAUT', 'action': 'SELL', 'delta': np.float64(-1.95), 'fee': np.float64(4.16)}]"
2025-10-19,Tier change: LINK: neutral→bearish,Growth↑ Inflation↓,0.776,apathy,None,2.3,0.0,65.2,214584.84,[]
2025-10-26,Tier change: LINK: bearish→neutral,Growth↑ Inflation↓,0.783,apathy,None,5.15,21.85,72.2,213951.4,"[{'asset': 'XAUT', 'action': 'SELL', 'delta': np.float64(-10.21), 'fee': np.float64(21.85)}]"
2025-11-03,Tier change: VNINDEX: neutral→bearish,Growth↑ Inflation↓,0.743,apathy,None,8.87,36.82,92.0,208414.14,"[{'asset': 'BTC', 'action': 'SELL', 'delta': np.float64(-17.66), 'fee': np.float64(36.82)}]"
2025-11-13,Tier change: BTC: neutral→bearish,Growth↑ Inflation↓,0.724,apathy,None,2.47,0.0,86.67,209438.97,[]
2025-11-19,Regime: Growth↑ Inflation↓ → Growth↓ Inflation↓,Growth↓ Inflation↓,0.7,apathy,None,0.38,0.0,91.0,209268.13,[]
2025-11-27,Regime: Growth↓ Inflation↓ → Growth↑ Inflation↓,Growth↑ Inflation↓,0.702,apathy,None,5.82,24.42,80.0,209738.36,"[{'asset': 'ETH', 'action': 'BUY', 'delta': np.float64(5.0), 'fee': np.float64(10.49)}, {'asset': 'DOGE', 'action': 'BUY', 'delta': np.float64(5.0), 'fee': np.float64(10.49)}, {'asset': 'XAUT', 'action': 'BUY', 'delta': np.float64(1.64), 'fee': np.float64(3.45)}]"
2025-12-11,Tier change: LINK: bearish→neutral,Growth↑ Inflation↓,0.685,apathy,None,9.98,41.33,80.0,210012.53,"[{'asset': 'XRP', 'action': 'BUY', 'delta': np.float64(10.0), 'fee': np.float64(21.01)}, {'asset': 'ETH', 'action': 'SELL', 'delta': np.float64(-5.06), 'fee': np.float64(10.63)}, {'asset': 'DOGE', 'action': 'SELL', 'delta': np.float64(-4.62), 'fee': np.float64(9.7)}]"
2025-12-16,Tier change: VNINDEX: neutral→bearish,Growth↑ Inflation↓,0.666,apathy,None,4.83,19.23,90.0,208518.45,"[{'asset': 'XRP', 'action': 'SELL', 'delta': np.float64(-9.22), 'fee': np.float64(19.23)}]"
2025-12-26,Tier change: VNINDEX: bearish→neutral,Growth↑ Inflation↓,0.593,apathy,None,0.47,0.0,90.0,209944.06,[]
2026-01-04,"Tier change: XRP: bearish→neutral, BNB: bearish→neutral",Growth↑ Inflation↓,0.671,apathy,None,13.5,56.53,67.55,209263.07,"[{'asset': 'BTC', 'action': 'BUY', 'delta': np.float64(7.79), 'fee': np.float64(16.3)}, {'asset': 'XRP', 'action': 'BUY', 'delta': np.float64(6.67), 'fee': np.float64(13.95)}, {'asset': 'DOGE', 'action': 'BUY', 'delta': np.float64(3.33), 'fee': np.float64(6.98)}, {'asset': 'XAUT', 'action': 'SELL', 'delta': np.float64(-2.55), 'fee': np.float64(5.35)}, {'asset': 'BNB', 'action': 'BUY', 'delta': np.float64(6.67), 'fee': np.float64(13.95)}]"
2026-01-09,Tier change: ETH: neutral→bearish,Growth↑ Inflation↓,0.662,apathy,None,12.88,53.79,90.0,208706.56,"[{'asset': 'BTC', 'action': 'SELL', 'delta': np.float64(-7.82), 'fee': np.float64(16.32)}, {'asset': 'XRP', 'action': 'SELL', 'delta': np.float64(-6.56), 'fee': np.float64(13.69)}, {'asset': 'DOGE', 'action': 'SELL', 'delta': np.float64(-3.34), 'fee': np.float64(6.98)}, {'asset': 'XAUT', 'action': 'BUY', 'delta': np.float64(1.76), 'fee': np.float64(3.68)}, {'asset': 'BNB', 'action': 'SELL', 'delta': np.float64(-6.29), 'fee': np.float64(13.13)}]"
2026-01-15,"Tier change: BTC: bearish→neutral, LINK: bearish→neutral, XRP: bearish→neutral, ETH: bearish→neutral, BNB: bearish→neutral",Growth↑ Inflation↓,0.686,apathy,None,20.95,87.25,48.33,209319.0,"[{'asset': 'BTC', 'action': 'BUY', 'delta': np.float64(25.0), 'fee': np.float64(52.35)}, {'asset': 'LINK', 'action': 'BUY', 'delta': np.float64(6.67), 'fee': np.float64(13.96)}, {'asset': 'XRP', 'action': 'BUY', 'delta': np.float64(6.67), 'fee': np.float64(13.96)}, {'asset': 'DOGE', 'action': 'BUY', 'delta': np.float64(3.33), 'fee': np.float64(6.98)}]"
2026-01-20,Tier change: BNB: neutral→bearish,Growth↑ Inflation↓,0.623,apathy,None,20.27,80.69,90.0,203613.88,"[{'asset': 'BTC', 'action': 'SELL', 'delta': np.float64(-24.41), 'fee': np.float64(49.73)}, {'asset': 'LINK', 'action': 'SELL', 'delta': np.float64(-6.02), 'fee': np.float64(12.26)}, {'asset': 'XRP', 'action': 'SELL', 'delta': np.float64(-6.06), 'fee': np.float64(12.35)}, {'asset': 'DOGE', 'action': 'SELL', 'delta': np.float64(-3.11), 'fee': np.float64(6.34)}]"
2026-02-02,Tier change: XAUT: bullish→neutral,Growth↑ Inflation↓,0.403,apathy,None,1.43,0.0,92.0,203856.82,[]
2026-02-27,Tier change: VNINDEX: bearish→neutral,Growth↑ Inflation↓,0.155,apathy,None,6.92,28.64,82.0,206806.55,"[{'asset': 'LINK', 'action': 'BUY', 'delta': np.float64(3.33), 'fee': np.float64(6.89)}, {'asset': 'ETH', 'action': 'BUY', 'delta': np.float64(3.33), 'fee': np.float64(6.89)}, {'asset': 'XAUT', 'action': 'SELL', 'delta': np.float64(-3.84), 'fee': np.float64(7.95)}, {'asset': 'BNB', 'action': 'BUY', 'delta': np.float64(3.33), 'fee': np.float64(6.89)}]"
2026-03-06,Tier change: VNINDEX: neutral→bearish,Growth↑ Inflation↓,0.133,apathy,None,3.45,13.63,82.0,206757.79,"[{'asset': 'DOGE', 'action': 'BUY', 'delta': np.float64(3.33), 'fee': np.float64(6.89)}, {'asset': 'BNB', 'action': 'SELL', 'delta': np.float64(-3.26), 'fee': np.float64(6.74)}]"
2026-03-17,"Tier change: LINK: bearish→neutral, ETH: bearish→neutral, XAUT: neutral→bearish, BNB: bearish→neutral",Growth↑ Inflation↓,0.163,apathy,None,10.2,42.57,83.33,208575.17,"[{'asset': 'LINK', 'action': 'BUY', 'delta': np.float64(2.95), 'fee': np.float64(6.15)}, {'asset': 'XRP', 'action': 'BUY', 'delta': np.float64(3.33), 'fee': np.float64(6.95)}, {'asset': 'ETH', 'action': 'BUY', 'delta': np.float64(2.96), 'fee': np.float64(6.17)}, {'asset': 'DOGE', 'action': 'SELL', 'delta': np.float64(-3.68), 'fee': np.float64(7.68)}, {'asset': 'XAUT', 'action': 'SELL', 'delta': np.float64(-7.48), 'fee': np.float64(15.61)}]"
2026-03-21,Regime: Growth↑ Inflation↓ → Growth↓ Inflation↓,Growth↓ Inflation↓,0.137,apathy,None,7.7,31.66,100.0,205531.79,"[{'asset': 'LINK', 'action': 'SELL', 'delta': np.float64(-6.08), 'fee': np.float64(12.5)}, {'asset': 'XRP', 'action': 'SELL', 'delta': np.float64(-3.03), 'fee': np.float64(6.23)}, {'asset': 'ETH', 'action': 'SELL', 'delta': np.float64(-6.29), 'fee': np.float64(12.92)}]"
2026-04-01,Regime: Growth↓ Inflation↓ → Growth↑ Inflation↓,Growth↑ Inflation↓,0.127,apathy,None,10.0,41.17,80.0,205804.59,"[{'asset': 'LINK', 'action': 'BUY', 'delta': np.float64(6.67), 'fee': np.float64(13.72)}, {'asset': 'XRP', 'action': 'BUY', 'delta': np.float64(6.67), 'fee': np.float64(13.72)}, {'asset': 'BNB', 'action': 'BUY', 'delta': np.float64(6.67), 'fee': np.float64(13.72)}]"
2026-04-04,Regime: Growth↑ Inflation↓ → Growth↓ Inflation↓,Growth↓ Inflation↓,0.122,apathy,None,9.83,40.29,100.0,204956.54,"[{'asset': 'LINK', 'action': 'SELL', 'delta': np.float64(-6.51), 'fee': np.float64(13.34)}, {'asset': 'XRP', 'action': 'SELL', 'delta': np.float64(-6.46), 'fee': np.float64(13.25)}, {'asset': 'BNB', 'action': 'SELL', 'delta': np.float64(-6.68), 'fee': np.float64(13.69)}]"
2026-04-09,"Tier change: ETH: bearish→neutral, DOGE: bearish→neutral",Growth↓ Inflation↓,0.133,apathy,None,0.0,0.0,100.0,205095.85,[]
2026-04-12,Regime: Growth↓ Inflation↓ → Growth↑ Inflation↓,Growth↑ Inflation↓,0.126,apathy,None,8.33,34.2,83.33,205147.93,"[{'asset': 'LINK', 'action': 'BUY', 'delta': np.float64(5.33), 'fee': np.float64(10.94)}, {'asset': 'XRP', 'action': 'BUY', 'delta': np.float64(6.0), 'fee': np.float64(12.31)}, {'asset': 'ETH', 'action': 'BUY', 'delta': np.float64(5.33), 'fee': np.float64(10.94)}]"
2026-04-17,Tier change: BTC: bearish→neutral,Growth↑ Inflation↓,0.176,apathy,None,20.92,85.01,51.7,208562.41,"[{'asset': 'BTC', 'action': 'BUY', 'delta': np.float64(28.3), 'fee': np.float64(59.05)}, {'asset': 'LINK', 'action': 'SELL', 'delta': np.float64(-5.78), 'fee': np.float64(12.05)}, {'asset': 'BNB', 'action': 'BUY', 'delta': np.float64(6.67), 'fee': np.float64(13.91)}]"
